swinB_clipart1k_1shot_seed42_boxrepaint,clipart1k,1,42,1,1783564572,1783570951,/data1/qushiduo/experiments/ftfsod_cdfsod/work_dirs/swinB_clipart1k_1shot_seed42_boxrepaint_test/20260709_122100/20260709_122100.json
swinB_clipart1k_1shot_seed43_boxrepaint,clipart1k,1,43,1,1783570970,1783577157,/data1/qushiduo/experiments/ftfsod_cdfsod/work_dirs/swinB_clipart1k_1shot_seed43_boxrepaint_test/20260709_140428/20260709_140428.json
swinB_clipart1k_1shot_seed44_boxrepaint,clipart1k,1,44,0,1783571507,1783577740,/data1/qushiduo/experiments/ftfsod_cdfsod/work_dirs/swinB_clipart1k_1shot_seed44_boxrepaint_test/20260709_141405/20260709_141405.json
